,time,marital,religious_attendance,age,gender,race,education,evangelical,political_views,affiliation,latino,intend_to_vote,registered_to_vote,preferred_candidate,vote_today_candidate,hc_pref,dt_pref,gj_pref,js_pref,id,region
464,2016/10/26 8:56:40 PM EST,Never been married,Never,42,Male,White,High school graduate or GED,No,Moderate,Democrat,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Dissatisfied,Neutral,I have no preference about this candidate,464,W
465,2016/10/26 8:56:42 PM EST,Married,Never,36,Male,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Liberal,Something else,No,Yes,I'm absolutely certain that I'm registered to vote,Bernie Sanders,Hillary Clinton (Democrat),Neutral,Very dissatisfied,Dissatisfied,Satisfied,465,MW
466,2016/10/26 8:56:43 PM EST,Never been married,Once a week,33,Female,White,Four year college degree/bachelor’s degree,Yes,Conservative,Republican,No,Yes,I'm absolutely certain that I'm registered to vote,Evan McMullin,Evan McMullin,Very dissatisfied,Very dissatisfied,Neutral,Very dissatisfied,466,W
467,2016/10/26 8:56:46 PM EST,Never been married,Never,36,Male,White,Four year college degree/bachelor’s degree,No,Very liberal,Independent,No,Yes,I'm absolutely certain that I'm registered to vote,Jill Stein (Green),Hillary Clinton (Democrat),Neutral,Very dissatisfied,Satisfied,Very satisfied,467,W
468,2016/10/26 8:56:54 PM EST,Never been married,Once or twice a month,27,Female,Black or African-American,Some college attendence,No,Very liberal,Democrat,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,I have no preference about this candidate,I have no preference about this candidate,468,MW
469,2016/10/26 8:57:28 PM EST,Living with a partner,A few times a year,35,Male,White,High school graduate or GED,Yes,Moderate,Democrat,No,Probably,"I'm probably registered to vote, but there's a chance my registration has lasped",Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,469,S
470,2016/10/26 8:57:55 PM EST,Never been married,Once a week,31,Male,White,Some college attendence,Yes,Conservative,Republican,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Donald Trump (Republican),Very dissatisfied,Neutral,Satisfied,Neutral,470,MW
471,2016/10/26 8:58:13 PM EST,Married,Never,33,Male,White,Four year college degree/bachelor’s degree,No,Very liberal,Independent,No,Yes,I'm absolutely certain that I'm registered to vote,Jill Stein (Green),Jill Stein (Green),Dissatisfied,Very dissatisfied,Neutral,Very satisfied,471,S
472,2016/10/26 8:58:17 PM EST,Never been married,Never,34,Male,White,Four year college degree/bachelor’s degree,No,Conservative,Independent,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Gary Johnson (Libertarian),Neutral,Dissatisfied,Very satisfied,Dissatisfied,472,NE
473,2016/10/26 8:58:21 PM EST,Widowed,More than once a week,56,Male,Black or African-American,Some college attendence,Yes,Liberal,Democrat,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Very dissatisfied,Dissatisfied,473,S
474,2016/10/26 8:58:25 PM EST,Married,Once or twice a month,44,Male,White,Some college attendence,No,Moderate,Independent,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Hillary Clinton (Democrat),Neutral,Dissatisfied,Satisfied,Neutral,474,MW
475,2016/10/26 8:59:03 PM EST,Never been married,Never,35,Male,Asian or Asian-American,Four year college degree/bachelor’s degree,No,Liberal,Democrat,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Very dissatisfied,Neutral,Neutral,475,W
476,2016/10/26 9:00:11 PM EST,Married,Once or twice a month,37,Male,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Conservative,Republican,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Donald Trump (Republican),Very dissatisfied,Neutral,Neutral,Dissatisfied,476,S
477,2016/10/26 9:00:59 PM EST,Married,Once or twice a month,28,Male,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Very liberal,Democrat,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,477,NE
478,2016/10/26 9:01:03 PM EST,Never been married,Once a week,19,Male,White,Some college attendence,No,Conservative,Republican,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Gary Johnson (Libertarian),Very dissatisfied,Neutral,Very satisfied,Dissatisfied,478,W
479,2016/10/26 9:01:06 PM EST,Living with a partner,Seldom,21,Female,White,Some college attendence,No,Very liberal,Democrat,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Neutral,Neutral,479,S
480,2016/10/26 9:01:13 PM EST,Never been married,Never,23,Female,Asian or Asian-American,Some college attendence,No,Liberal,Democrat,No,Probably,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Neutral,Neutral,480,W
481,2016/10/26 9:01:14 PM EST,Never been married,Never,25,Male,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Moderate,Independent,Yes,Probably,I'm absolutely certain that I'm registered to vote,Jill Stein (Green),Jill Stein (Green),Neutral,Dissatisfied,Satisfied,Satisfied,481,S
482,2016/10/26 9:01:36 PM EST,Never been married,Never,21,Male,White,Some college attendence,No,Liberal,Democrat,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Neutral,I have no preference about this candidate,482,MW
483,2016/10/26 9:01:40 PM EST,Never been married,Never,25,Male,White,Some college attendence,No,Very liberal,Democrat,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Very dissatisfied,I have no preference about this candidate,I have no preference about this candidate,483,NE
484,2016/10/26 9:01:55 PM EST,Divorced,Seldom,31,Male,White,Four year college degree/bachelor’s degree,Yes,Moderate,Republican,No,Not very likely,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Donald Trump (Republican),Very dissatisfied,Satisfied,Very satisfied,Neutral,484,MW
485,2016/10/26 9:02:15 PM EST,Never been married,Seldom,20,Male,Native Hawaiian/Other Pacific Islanders,Some college attendence,No,Liberal,Democrat,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Very dissatisfied,Dissatisfied,Dissatisfied,485,W
486,2016/10/26 9:02:52 PM EST,Never been married,Never,30,Male,White,Some college attendence,No,Conservative,Republican,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Very satisfied,I have no preference about this candidate,I have no preference about this candidate,486,MW
487,2016/10/26 9:03:38 PM EST,Divorced,A few times a year,65,Male,White,Some college attendence,No,Conservative,Republican,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Very satisfied,I have no preference about this candidate,I have no preference about this candidate,487,MW
488,2016/10/26 9:05:51 PM EST,Married,Never,26,Female,White,Some college attendence,No,Liberal,Democrat,No,Yes,"I'm probably registered to vote, but there's a chance my registration has lasped",Gary Johnson (Libertarian),Gary Johnson (Libertarian),Dissatisfied,Very dissatisfied,Satisfied,Neutral,488,NE
489,2016/10/26 9:07:41 PM EST,Married,Never,34,Male,White,Four year college degree/bachelor’s degree,No,Moderate,Independent,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Dissatisfied,Dissatisfied,489,S
490,2016/10/26 9:08:13 PM EST,Never been married,Never,29,Female,White,Four year college degree/bachelor’s degree,No,Very liberal,Democrat,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Dissatisfied,I have no preference about this candidate,490,NE
491,2016/10/26 9:08:59 PM EST,Never been married,Never,30,Male,White,Four year college degree/bachelor’s degree,No,Moderate,Republican,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Satisfied,Satisfied,Dissatisfied,491,MW
492,2016/10/26 9:23:34 PM EST,Never been married,Never,46,Female,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Moderate,Independent,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Dissatisfied,Very dissatisfied,492,S
493,2016/10/26 9:28:30 PM EST,Married,Never,35,Female,White,Some college attendence,No,Moderate,Independent,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Neutral,Neutral,493,W
494,2016/10/26 9:34:27 PM EST,Never been married,Never,30,Male,White,Four year college degree/bachelor’s degree,No,Very liberal,Democrat,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Dissatisfied,Dissatisfied,494,NE
495,2016/10/26 9:36:18 PM EST,Never been married,Never,25,Male,Black or African-American,Some college attendence,No,Liberal,Democrat,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Neutral,Satisfied,495,MW
496,2016/10/26 9:37:00 PM EST,Never been married,Never,30,Male,White,Some college attendence,No,Liberal,Independent,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Dissatisfied,Dissatisfied,496,NE
497,2016/10/26 9:54:32 PM EST,Married,Never,29,Male,White,Four year college degree/bachelor’s degree,No,Very liberal,Democrat,Yes,Yes,I'm absolutely certain that I'm registered to vote,Sanders,Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Dissatisfied,Very dissatisfied,497,S
498,2016/10/26 9:59:43 PM EST,Married,Never,29,Female,White,Four year college degree/bachelor’s degree,No,Very liberal,Democrat,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Bernie Sanders,Satisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,498,S
499,2016/10/26 10:06:53 PM EST,Married,Seldom,32,Female,White,Some college attendence,No,Liberal,Democrat,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Satisfied,I have no preference about this candidate,499,W
500,2016/10/26 10:09:25 PM EST,Living with a partner,Never,28,Female,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Moderate,Independent,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Satisfied,Neutral,500,S
501,2016/10/26 10:14:32 PM EST,Never been married,Never,39,Male,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Liberal,Democrat,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Gary Johnson (Libertarian),Dissatisfied,Very dissatisfied,I have no preference about this candidate,I have no preference about this candidate,501,NE
502,2016/10/26 10:30:35 PM EST,Never been married,A few times a year,40,Female,White,Four year college degree/bachelor’s degree,No,Very liberal,Democrat,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Neutral,Neutral,502,NE
